ID_Mt4,chromosome_file,position_start
1832,Medtr1g037510,1,13861951
1833,Medtr1g037520,1,13864271
1834,Medtr1g037540,1,13877368
1835,Medtr1g037550,1,13886339
1836,Medtr1g037560,1,13895668
1837,Medtr1g037570,1,13905344
1838,Medtr1g037580,1,13909295
1839,Medtr1g037590,1,13921068
1840,Medtr1g037600,1,13926302
1841,Medtr1g037610,1,13932514
1842,Medtr1g037630,1,13948633
1843,Medtr1g037650,1,13959736
1844,Medtr1g037660,1,13963247
1845,Medtr1g037670,1,13967865
1846,Medtr1g037680,1,13972784
1847,Medtr1g037690,1,13985699
1848,Medtr1g037700,1,13987360
1849,Medtr1g037710,1,13997624
1850,Medtr1g037720,1,14001650
1851,Medtr1g037730,1,14004769
1852,Medtr1g037740,1,14008441
1853,Medtr1g037750,1,14010559
1854,Medtr1g037820,1,14071602
1855,Medtr1g037830,1,14073757
1856,Medtr1g037840,1,14076595
1857,Medtr1g038530,1,14081233
1858,Medtr1g038520,1,14084296
1859,Medtr1g038510,1,14092171
1860,Medtr1g037850,1,14104710
1861,Medtr1g038470,1,14117004
1862,Medtr1g038460,1,14119168
1863,Medtr1g038430,1,14127710
1864,Medtr1g038400,1,14138656
1865,Medtr1g038390,1,14142474
1866,Medtr1g038380,1,14143995
1867,Medtr1g038370,1,14154078
1868,Medtr1g038340,1,14163866
1869,Medtr1g038300,1,14177669
1870,Medtr1g038290,1,14181619
1871,Medtr1g038280,1,14189533
1872,Medtr1g038270,1,14192152
1873,Medtr1g038260,1,14194754
1874,Medtr1g038540,1,14201949
1875,Medtr1g038560,1,14210254
1876,Medtr1g038570,1,14213858
1877,Medtr1g038600,1,14231677
1878,Medtr1g038610,1,14235588
1879,Medtr1g038620,1,14239634
1880,Medtr1g038630,1,14241352
1881,Medtr1g038650,1,14248871
1882,Medtr1g038670,1,14254305
1883,Medtr1g038680,1,14256057
1884,Medtr1g038700,1,14265345
1885,Medtr1g038710,1,14266441
1886,Medtr1g038730,1,14273955
1887,Medtr1g038760,1,14286007
1888,Medtr1g038790,1,14297010
1889,Medtr1g038797,1,14304094
1890,Medtr1g038793,1,14300144
1891,Medtr1g038860,1,14313044
1892,Medtr1g038803,1,14317148
1893,Medtr1g038850,1,14321970
1894,Medtr1g038840,1,14335195
1895,Medtr1g038820,1,14359165
1896,Medtr1g038810,1,14366362
1897,Medtr1g038815,1,14375144
1898,Medtr1g039040,1,14393793
1899,Medtr1g039030,1,14398657
1900,Medtr1g039020,1,14404531
1901,Medtr1g039010,1,14405208
1902,Medtr1g038990,1,14416550
1903,Medtr1g038960,1,14426604
1904,Medtr1g038920,1,14434763
1905,Medtr1g038900,1,14458972
1906,Medtr1g038890,1,14465720
1907,Medtr1g038885,1,14476601
1908,Medtr1g039090,1,14480645
1909,Medtr1g039080,1,14483191
1910,Medtr1g039175,1,14495758
1911,Medtr1g039310,1,14501830
1912,Medtr1g039290,1,14508562
1913,Medtr1g039270,1,14514095
1914,Medtr1g039240,1,14521261
1915,Medtr1g039220,1,14531361
1916,Medtr1g039350,1,14548229
1917,Medtr1g039380,1,14556668
1918,Medtr1g039400,1,14566535
1919,Medtr1g039410,1,14571756
1920,Medtr1g039435,1,14589127
1921,Medtr1g039445,1,14595926
1922,Medtr1g039480,1,14608398
1923,Medtr1g039780,1,14622060
1924,Medtr1g039490,1,14616219
1925,Medtr1g039790,1,14624150
1926,Medtr1g039990,1,14627339
1927,Medtr1g040000,1,14632880
1928,Medtr1g040020,1,14639192
1929,Medtr1g040040,1,14661252
1930,Medtr1g040050,1,14662257
1931,Medtr1g040060,1,14663973
1932,Medtr1g040063,1,14667067
1933,Medtr1g040067,1,14668533
1934,Medtr1g040073,1,14670691
1935,Medtr1g040077,1,14675993
1936,Medtr1g040083,1,14678804
1937,Medtr1g040087,1,14681192
1938,Medtr1g040210,1,14683745
1939,Medtr1g040200,1,14684315
1940,Medtr1g040190,1,14687409
1941,Medtr1g040140,1,14704458
1942,Medtr1g040130,1,14704872
1943,Medtr1g040120,1,14706083
1944,Medtr1g040110,1,14708051
1945,Medtr1g040100,1,14709760
1946,Medtr1g040105,1,14718084
1947,Medtr1g040115,1,14725346
1948,Medtr1g040145,1,14730710
1949,Medtr1g040155,1,14736383
1950,Medtr1g040175,1,14756957
1951,Medtr1g040195,1,14766871
1952,Medtr1g040215,1,14785861
1953,Medtr1g040225,1,14794439
1954,Medtr1g040275,1,14815539
1955,Medtr1g040280,1,14817264
1956,Medtr1g040310,1,14868892
1957,Medtr1g040315,1,14872952
1958,Medtr1g040320,1,14877809
1959,Medtr1g040325,1,14882035
1960,Medtr1g040330,1,14883771
1961,Medtr1g040335,1,14889217
1962,Medtr1g040355,1,14913419
1963,Medtr1g040360,1,14928002
1964,Medtr1g040370,1,14933262
1965,Medtr1g040375,1,14937806
1966,Medtr1g040380,1,14942214
1967,Medtr1g040385,1,14946125
1968,Medtr1g040390,1,14952221
1969,Medtr1g040395,1,14953046
1970,Medtr1g040435,1,14965347
1971,Medtr1g040455,1,14970300
1972,Medtr1g040475,1,14981869
1973,Medtr1g040495,1,14987404
1974,Medtr1g040525,1,15000668
1975,Medtr1g040535,1,15004629
1976,Medtr1g040545,1,15009292
1977,Medtr1g040555,1,15015707
1978,Medtr1g040565,1,15019352
1979,Medtr1g040575,1,15021405
1980,Medtr1g040585,1,15026470
1981,Medtr1g040595,1,15028836
1982,Medtr1g040605,1,15029328
1983,Medtr1g040615,1,15030390
1984,Medtr1g040625,1,15039930
1985,Medtr1g040635,1,15042560
1986,Medtr1g040645,1,15051291
1987,Medtr1g040655,1,15054018
1988,Medtr1g040665,1,15059430
1989,Medtr1g040675,1,15063378
1990,Medtr1g040685,1,15069682
1991,Medtr1g040705,1,15076249
1992,Medtr1g040725,1,15086400
1993,Medtr1g040735,1,15099065
1994,Medtr1g040765,1,15106589
1995,Medtr1g040775,1,15110642
1996,Medtr1g040785,1,15111841
1997,Medtr1g040815,1,15124744
1998,Medtr1g040845,1,15148932
1999,Medtr1g040855,1,15162107
2000,Medtr1g040865,1,15162766
2001,Medtr1g040875,1,15170553
2002,Medtr1g040905,1,15188043
2003,Medtr1g040915,1,15191597
2004,Medtr1g040925,1,15194027
2005,Medtr1g040935,1,15199324
2006,Medtr1g040955,1,15201562
2007,Medtr1g040965,1,15204770
2008,Medtr1g040975,1,15209929
2009,Medtr1g040985,1,15212188
2010,Medtr1g040995,1,15214731
2011,Medtr1g041005,1,15218885
2012,Medtr1g041065,1,15233281
2013,Medtr1g041085,1,15236288
2014,Medtr1g041105,1,15248266
2015,Medtr1g041115,1,15250307
2016,Medtr1g041135,1,15268312
2017,Medtr1g041155,1,15287020
2018,Medtr1g041215,1,15306882
2019,Medtr1g041225,1,15323499
2020,Medtr1g041245,1,15327969
2021,Medtr1g041265,1,15333805
2022,Medtr1g041275,1,15338480
2023,Medtr1g041285,1,15350137
2024,Medtr1g041290,1,15354064
2025,Medtr1g041300,1,15358641
2026,Medtr1g041310,1,15367000
2027,Medtr1g041315,1,15380120
2028,Medtr1g041320,1,15384098
2029,Medtr1g041330,1,15391058
2030,Medtr1g041340,1,15402631
2031,Medtr1g041345,1,15404901
2032,Medtr1g041380,1,15436048
2033,Medtr1g041385,1,15442540
2034,Medtr1g041390,1,15448384
2035,Medtr1g041395,1,15450752
2036,Medtr1g041400,1,15471377
2037,Medtr1g041405,1,15476848
2038,Medtr1g041410,1,15486147
2039,Medtr1g041420,1,15492571
2040,Medtr1g041425,1,15499442
2041,Medtr1g041430,1,15505044
2042,Medtr1g041435,1,15508773
2043,Medtr1g041440,1,15529955
2044,Medtr1g041445,1,15539122
2045,Medtr1g041455,1,15547636
2046,Medtr1g041460,1,15550187
2047,Medtr1g041465,1,15556143
2048,Medtr1g041475,1,15564924
2049,Medtr1g041485,1,15574015
2050,Medtr1g041495,1,15576786
2051,Medtr1g041515,1,15587216
2052,Medtr1g041525,1,15590600
2053,Medtr1g041535,1,15590883
2054,Medtr1g041545,1,15591390
2055,Medtr1g041555,1,15592328
2056,Medtr1g041565,1,15593990
2057,Medtr1g041575,1,15598500
2058,Medtr1g041585,1,15602612
2059,Medtr1g041595,1,15604776
2060,Medtr1g041605,1,15606491
2061,Medtr1g041615,1,15609422
2062,Medtr1g041625,1,15613203
2063,Medtr1g041635,1,15617639
2064,Medtr1g041655,1,15621116
2065,Medtr1g041675,1,15631506
2066,Medtr1g041685,1,15632434
2067,Medtr1g041695,1,15637367
2068,Medtr1g041715,1,15651589
2069,Medtr1g041725,1,15670969
2070,Medtr1g041735,1,15676358
2071,Medtr1g041745,1,15692169
2072,Medtr1g041755,1,15698073
2073,Medtr1g041765,1,15699729
2074,Medtr1g041795,1,15706380
2075,Medtr1g041805,1,15718870
2076,Medtr1g041815,1,15725730
2077,Medtr1g041825,1,15730724
2078,Medtr1g041835,1,15733781
2079,Medtr1g041875,1,15753018
2080,Medtr1g041885,1,15764569
2081,Medtr1g041895,1,15767816
2082,Medtr1g042310,1,15774842
2083,Medtr1g042300,1,15780363
2084,Medtr1g042280,1,15791912
2085,Medtr1g042260,1,15800210
2086,Medtr1g042230,1,15807642
2087,Medtr1g042200,1,15813194
2088,Medtr1g042160,1,15824760
2089,Medtr1g042410,1,15829827
2090,Medtr1g042670,1,15833512
2091,Medtr1g042330,1,15834911
2092,Medtr1g042340,1,15837883
2093,Medtr1g042350,1,15841444
2094,Medtr1g042360,1,15843072
2095,Medtr1g042480,1,15847811
2096,Medtr1g042510,1,15854808
2097,Medtr1g042525,1,15865598
2098,Medtr1g042700,1,15867493
2099,Medtr1g442730,1,15884513
2100,Medtr1g442740,1,15888089
2101,Medtr1g442750,1,15892808
2102,Medtr1g442780,1,15918245
2103,Medtr1g442790,1,15919630
2104,Medtr1g442820,1,15935755
2105,Medtr1g442830,1,15941855
2106,Medtr1g442840,1,15953129
2107,Medtr1g442850,1,15960378
2108,Medtr1g442860,1,15969985
2109,Medtr1g042730,1,15985686
2110,Medtr1g042735,1,15991594
2111,Medtr1g042745,1,15994513
2112,Medtr1g042750,1,15995961
2113,Medtr1g042770,1,16004689
2114,Medtr1g042780,1,16006602
2115,Medtr1g042790,1,16009628
2116,Medtr1g042800,1,16011888
2117,Medtr1g042810,1,16018918
2118,Medtr1g042820,1,16020653
2119,Medtr1g042830,1,16023304
2120,Medtr1g042850,1,16029483
2121,Medtr1g042893,1,16048843
2122,Medtr1g042895,1,16049667
2123,Medtr1g042900,1,16054695
2124,Medtr1g042910,1,16071196
2125,Medtr1g042940,1,16083776
2126,Medtr1g043000,1,16099241
2127,Medtr1g043030,1,16115136
2128,Medtr1g043040,1,16117304
2129,Medtr1g043050,1,16126632
2130,Medtr1g043055,1,16129147
2131,Medtr1g043080,1,16137369
2132,Medtr1g043110,1,16145883
2133,Medtr1g043170,1,16162312
2134,Medtr1g043180,1,16163706
2135,Medtr1g043190,1,16169199
2136,Medtr1g043200,1,16173895
2137,Medtr1g043220,1,16183227
2138,Medtr1g043240,1,16192766
2139,Medtr1g043290,1,16221139
2140,Medtr1g043320,1,16239024
2141,Medtr1g043340,1,16245956
2142,Medtr1g043350,1,16251768
2143,Medtr1g043380,1,16274123
2144,Medtr1g043390,1,16280115
2145,Medtr1g043400,1,16285576
2146,Medtr1g043410,1,16294568
2147,Medtr1g043430,1,16308113
2148,Medtr1g043440,1,16313686
2149,Medtr1g043450,1,16322113
2150,Medtr1g043500,1,16333327
2151,Medtr1g043520,1,16335204
2152,Medtr1g043540,1,16340754
2153,Medtr1g043590,1,16355112
2154,Medtr1g043610,1,16367409
2155,Medtr1g041020,1,16387564
2156,Medtr1g043690,1,16391328
2157,Medtr1g043700,1,16396108
2158,Medtr1g043730,1,16402385
2159,Medtr1g043760,1,16413871
2160,Medtr1g043840,1,16417523
2161,Medtr1g043830,1,16420254
2162,Medtr1g043810,1,16424993
2163,Medtr1g043790,1,16432789
2164,Medtr1g043770,1,16437951
2165,Medtr1g043775,1,16441301
2166,Medtr1g044020,1,16445339
2167,Medtr1g044040,1,16457156
2168,Medtr1g044095,1,16491132
2169,Medtr1g044105,1,16499310
2170,Medtr1g044120,1,16509136
2171,Medtr1g044125,1,16521585
2172,Medtr1g044130,1,16533182
2173,Medtr1g044135,1,16548099
2174,Medtr1g044145,1,16563014
2175,Medtr1g044155,1,16577095
2176,Medtr1g044185,1,16630822
2177,Medtr1g044190,1,16635843
2178,Medtr1g044340,1,16643150
2179,Medtr1g044330,1,16646305
2180,Medtr1g044200,1,16660177
2181,Medtr1g044210,1,16683481
2182,Medtr1g044225,1,16707542
2183,Medtr1g044315,1,16761409
2184,Medtr1g044450,1,16770515
2185,Medtr1g044470,1,16789129
2186,Medtr1g044480,1,16792012
2187,Medtr1g044490,1,16797057
2188,Medtr1g044500,1,16799847
2189,Medtr1g044520,1,16804961
2190,Medtr1g044550,1,16817499
2191,Medtr1g044560,1,16819644
2192,Medtr1g044580,1,16824015
2193,Medtr1g044590,1,16831686
2194,Medtr1g044600,1,16836977
2195,Medtr1g044605,1,16839716
2196,Medtr1g044640,1,16857626
2197,Medtr1g044650,1,16859294
2198,Medtr1g044660,1,16863157
2199,Medtr1g044670,1,16868997
2200,Medtr1g044690,1,16875077
2201,Medtr1g044700,1,16881907
2202,Medtr1g044720,1,16888450
2203,Medtr1g044730,1,16903134
2204,Medtr1g044740,1,16907017
2205,Medtr1g044760,1,16911601
2206,Medtr1g044770,1,16915706
2207,Medtr1g044785,1,16921077
2208,Medtr1g045110,1,16926688
2209,Medtr1g045120,1,16938999
2210,Medtr1g045130,1,16942496
2211,Medtr1g045140,1,16946691
2212,Medtr1g045100,1,16954746
2213,Medtr1g044795,1,16965316
2214,Medtr1g045030,1,16970310
2215,Medtr1g045040,1,16972742
2216,Medtr1g045050,1,16974809
2217,Medtr1g045060,1,16976466
2218,Medtr1g045065,1,16979651
2219,Medtr1g045340,1,16993981
2220,Medtr1g045350,1,17000097
2221,Medtr1g045370,1,17007105
2222,Medtr1g045380,1,17011991
2223,Medtr1g045210,1,17016341
2224,Medtr1g045410,1,17026720
2225,Medtr1g045415,1,17031993
2226,Medtr1g045430,1,17035798
2227,Medtr1g045440,1,17037116
2228,Medtr1g045467,1,17053792
2229,Medtr1g045470,1,17056452
2230,Medtr1g045490,1,17064668
2231,Medtr1g045505,1,17069978
2232,Medtr1g045510,1,17072567
2233,Medtr1g045520,1,17078248
2234,Medtr1g045550,1,17089551
2235,Medtr1g045560,1,17092906
2236,Medtr1g045590,1,17103839
2237,Medtr1g045610,1,17117606
2238,Medtr1g045660,1,17137874
2239,Medtr1g045663,1,17152167
2240,Medtr1g045670,1,17152759
2241,Medtr1g045680,1,17168379
2242,Medtr1g045700,1,17174925
2243,Medtr1g045720,1,17184752
2244,Medtr1g045740,1,17194915
2245,Medtr1g045750,1,17203739
2246,Medtr1g045760,1,17217074
2247,Medtr1g045770,1,17219864
2248,Medtr1g045780,1,17222463
2249,Medtr1g045790,1,17229478
2250,Medtr1g045800,1,17230849
2251,Medtr1g045820,1,17242222
2252,Medtr1g045850,1,17250153
2253,Medtr1g045860,1,17257672
2254,Medtr1g045870,1,17260460
2255,Medtr1g045880,1,17266667
2256,Medtr1g045890,1,17274298
2257,Medtr1g045900,1,17278305
2258,Medtr1g045920,1,17286124
2259,Medtr1g045930,1,17288890
2260,Medtr1g045950,1,17308218
2261,Medtr1g045960,1,17310973
2262,Medtr1g045980,1,17319777
2263,Medtr1g046010,1,17325215
2264,Medtr1g046005,1,17326196
2265,Medtr1g046020,1,17326834
2266,Medtr1g046040,1,17332533
2267,Medtr1g046070,1,17340141
2268,Medtr1g046090,1,17347015
2269,Medtr1g046110,1,17356411
2270,Medtr1g046130,1,17368801
2271,Medtr1g046150,1,17374553
2272,Medtr1g046170,1,17379954
2273,Medtr1g046190,1,17384422
2274,Medtr1g046200,1,17392825
2275,Medtr1g046210,1,17395611
2276,Medtr1g046230,1,17407546
2277,Medtr1g046240,1,17412417
2278,Medtr1g046250,1,17417405
2279,Medtr1g046260,1,17425747
2280,Medtr1g046270,1,17434573
2281,Medtr1g046290,1,17440755
2282,Medtr1g046300,1,17448239
2283,Medtr1g046320,1,17453878
2284,Medtr1g046340,1,17460534
2285,Medtr1g046350,1,17462195
2286,Medtr1g046360,1,17475887
2287,Medtr1g046380,1,17482528
2288,Medtr1g046390,1,17485745
2289,Medtr1g046400,1,17488301
2290,Medtr1g046440,1,17502883
2291,Medtr1g046450,1,17506112
2292,Medtr1g046460,1,17507067
2293,Medtr1g046480,1,17517299
2294,Medtr1g046490,1,17524067
2295,Medtr1g046500,1,17527009
2296,Medtr1g046510,1,17528192
2297,Medtr1g046540,1,17536759
2298,Medtr1g046550,1,17538432
2299,Medtr1g046570,1,17543999
2300,Medtr1g046580,1,17546866
2301,Medtr1g046590,1,17555276
2302,Medtr1g046600,1,17560632
2303,Medtr1g046620,1,17568987
2304,Medtr1g046640,1,17581455
2305,Medtr1g046650,1,17587725
2306,Medtr1g046660,1,17593939
2307,Medtr1g046680,1,17601607
2308,Medtr1g046690,1,17604043
2309,Medtr1g046710,1,17616229
2310,Medtr1g046720,1,17619565
2311,Medtr1g046730,1,17623011
2312,Medtr1g046740,1,17635727
2313,Medtr1g046750,1,17644003
2314,Medtr1g046760,1,17646998
2315,Medtr1g046770,1,17648025
2316,Medtr1g046790,1,17656037
2317,Medtr1g046800,1,17658421
2318,Medtr1g046810,1,17662689
2319,Medtr1g046820,1,17667833
2320,Medtr1g046830,1,17676270
2321,Medtr1g046850,1,17681800
2322,Medtr1g046870,1,17691452
2323,Medtr1g046880,1,17693553
2324,Medtr1g046900,1,17698440
2325,Medtr1g046920,1,17701992
2326,Medtr1g046930,1,17704011
2327,Medtr1g046940,1,17707489
2328,Medtr1g046950,1,17711193
2329,Medtr1g046960,1,17713320
2330,Medtr1g047000,1,17725667
2331,Medtr1g047010,1,17726695
2332,Medtr1g047020,1,17731352
2333,Medtr1g047040,1,17737025
2334,Medtr1g047060,1,17741035
2335,Medtr1g047080,1,17747368
2336,Medtr1g047090,1,17749659
2337,Medtr1g047100,1,17751253
2338,Medtr1g047130,1,17777939
2339,Medtr1g047150,1,17785496
2340,Medtr1g047160,1,17786102
2341,Medtr1g047180,1,17796510
2342,Medtr1g047190,1,17809938
2343,Medtr1g047200,1,17814615
2344,Medtr1g047210,1,17818008
2345,Medtr1g047220,1,17825367
2346,Medtr1g047230,1,17828798
2347,Medtr1g047240,1,17829000
2348,Medtr1g047250,1,17830199
2349,Medtr1g047290,1,17854222
2350,Medtr1g047300,1,17855937
2351,Medtr1g047330,1,17876982
2352,Medtr1g047370,1,17906812
2353,Medtr1g047390,1,17926945
2354,Medtr1g047400,1,17933030
2355,Medtr1g047460,1,17946571
2356,Medtr1g047480,1,17949098
2357,Medtr1g047490,1,17953625
2358,Medtr1g047530,1,17970283
2359,Medtr1g047540,1,17972009
2360,Medtr1g047550,1,17978799
2361,Medtr1g047560,1,17980755
2362,Medtr1g047570,1,17982620
2363,Medtr1g047610,1,17990745
2364,Medtr1g047620,1,17996250
2365,Medtr1g047640,1,18001555
2366,Medtr1g047660,1,18009023
2367,Medtr1g047670,1,18018005
2368,Medtr1g047690,1,18028161
2369,Medtr1g047710,1,18035932
2370,Medtr1g047720,1,18041195
2371,Medtr1g047730,1,18044621
2372,Medtr1g047740,1,18048093
2373,Medtr1g047790,1,18064972
2374,Medtr1g047800,1,18084465
2375,Medtr1g047840,1,18102142
2376,Medtr1g047860,1,18111911
2377,Medtr1g047870,1,18116271
2378,Medtr1g047890,1,18121279
2379,Medtr1g047910,1,18123929
2380,Medtr1g047920,1,18131752
2381,Medtr1g047930,1,18133654
2382,Medtr1g047940,1,18135942
2383,Medtr1g047950,1,18138276
2384,Medtr1g047960,1,18141143
2385,Medtr1g047970,1,18142918
2386,Medtr1g047990,1,18150508
2387,Medtr1g048000,1,18158836
2388,Medtr1g048030,1,18172713
2389,Medtr1g048060,1,18188476
2390,Medtr1g048070,1,18191471
2391,Medtr1g048080,1,18193518
2392,Medtr1g048090,1,18195147
2393,Medtr1g048110,1,18212792
2394,Medtr1g048120,1,18217369
2395,Medtr1g048130,1,18219459
2396,Medtr1g048140,1,18224372
2397,Medtr1g048160,1,18227807
2398,Medtr1g048170,1,18238519
2399,Medtr1g048200,1,18244235
2400,Medtr1g048260,1,18278956
2401,Medtr1g048290,1,18294719
2402,Medtr1g048300,1,18298178
2403,Medtr1g048320,1,18303051
2404,Medtr1g048330,1,18312215
2405,Medtr1g048340,1,18315811
2406,Medtr1g048350,1,18317598
2407,Medtr1g048360,1,18319614
2408,Medtr1g048370,1,18323425
2409,Medtr1g048380,1,18329533
2410,Medtr1g031080,1,18338735
2411,Medtr1g031070,1,18343661
2412,Medtr1g031060,1,18344769
2413,Medtr1g041240,1,18355307
2414,Medtr1g041210,1,18381297
2415,Medtr1g041150,1,18398807
2416,Medtr1g041080,1,18429052
2417,Medtr1g041050,1,18442152
2418,Medtr1g041040,1,18445038
2419,Medtr1g040810,1,18464856
2420,Medtr1g048460,1,18475374
2421,Medtr1g040770,1,18492711
2422,Medtr1g048470,1,18496278
2423,Medtr1g040750,1,18503090
2424,Medtr1g040730,1,18510701
2425,Medtr1g040690,1,18519850
2426,Medtr1g048480,1,18530880
2427,Medtr1g040630,1,18546583
2428,Medtr1g040610,1,18555478
2429,Medtr1g040600,1,18569875
2430,Medtr1g040590,1,18572664
2431,Medtr1g048490,1,18582438
2432,Medtr1g040560,1,18583938
2433,Medtr1g040500,1,18617585
2434,Medtr1g040490,1,18624465
2435,Medtr1g040460,1,18632731
2436,Medtr1g040450,1,18643878
2437,Medtr1g040430,1,18652395
2438,Medtr1g040420,1,18654556
2439,Medtr1g048600,1,18705966
2440,Medtr1g048610,1,18708193
2441,Medtr1g048630,1,18717305
2442,Medtr1g048660,1,18741866
2443,Medtr1g048710,1,18780583
2444,Medtr1g048720,1,18791151
2445,Medtr1g048730,1,18795465
2446,Medtr1g048750,1,18802184
2447,Medtr1g048770,1,18813053
2448,Medtr1g048790,1,18818061
2449,Medtr1g048800,1,18822980
2450,Medtr1g048820,1,18829208
2451,Medtr1g048840,1,18840386
2452,Medtr1g048860,1,18845507
2453,Medtr1g048870,1,18849825
2454,Medtr1g048880,1,18854098
2455,Medtr1g048940,1,18890700
2456,Medtr1g048950,1,18905299
2457,Medtr1g048960,1,18913997
2458,Medtr1g048970,1,18918602
2459,Medtr1g048990,1,18924069
2460,Medtr1g049000,1,18928313
2461,Medtr1g049020,1,18930106
2462,Medtr1g049030,1,18936441
2463,Medtr1g049050,1,18940789
2464,Medtr1g049060,1,18941999
2465,Medtr1g049070,1,18945722
2466,Medtr1g049100,1,18956301
2467,Medtr1g049120,1,18965627
2468,Medtr1g049140,1,18978653
2469,Medtr1g049170,1,18991016
2470,Medtr1g049180,1,18993014
2471,Medtr1g049200,1,19007264
2472,Medtr1g049210,1,19012468
2473,Medtr1g049220,1,19013998
2474,Medtr1g049240,1,19021265
2475,Medtr1g049270,1,19032255
2476,Medtr1g049330,1,19047132
2477,Medtr1g049370,1,19057960
2478,Medtr1g049380,1,19063547
2479,Medtr1g050130,1,19146240
2480,Medtr1g050140,1,19148966
2481,Medtr1g050145,1,19155426
2482,Medtr1g050170,1,19161795
2483,Medtr1g050220,1,19173997
2484,Medtr1g050230,1,19177373
2485,Medtr1g050270,1,19193681
2486,Medtr1g050305,1,19218422
2487,Medtr1g050308,1,19220573
2488,Medtr1g050312,1,19225193
2489,Medtr1g050318,1,19228835
2490,Medtr1g050322,1,19231045
2491,Medtr1g050325,1,19239633
2492,Medtr1g050328,1,19240885
2493,Medtr1g050332,1,19250292
2494,Medtr1g050338,1,19252312
2495,Medtr1g050345,1,19260385
2496,Medtr1g050352,1,19266419
2497,Medtr1g050362,1,19278022
2498,Medtr1g050372,1,19294287
2499,Medtr1g050382,1,19317347
2500,Medtr1g050385,1,19323435
2501,Medtr1g050388,1,19327236
2502,Medtr1g050395,1,19332190
2503,Medtr1g050402,1,19341046
2504,Medtr1g050405,1,19352946
2505,Medtr1g050415,1,19369125
2506,Medtr1g050418,1,19372288
2507,Medtr1g050425,1,19382771
2508,Medtr1g050428,1,19387259
2509,Medtr1g050432,1,19390953
2510,Medtr1g050435,1,19398313
2511,Medtr1g050438,1,19408327
2512,Medtr1g050442,1,19410123
2513,Medtr1g050445,1,19410573
2514,Medtr1g050448,1,19411812
2515,Medtr1g050458,1,19423119
2516,Medtr1g050462,1,19428186
2517,Medtr1g050465,1,19443380
2518,Medtr1g050472,1,19456521
2519,Medtr1g050475,1,19460578
2520,Medtr1g051110,1,19461412
2521,Medtr1g050478,1,19467056
2522,Medtr1g050488,1,19476727
2523,Medtr1g050492,1,19478035
2524,Medtr1g050495,1,19488986
2525,Medtr1g050502,1,19499599
2526,Medtr1g051120,1,19503290
2527,Medtr1g050505,1,19508765
2528,Medtr1g050508,1,19514548
2529,Medtr1g050512,1,19516779
2530,Medtr1g050518,1,19528724
2531,Medtr1g050525,1,19535521
2532,Medtr1g050528,1,19548861
2533,Medtr1g050532,1,19551505
2534,Medtr1g050535,1,19554435
2535,Medtr1g050538,1,19561295
2536,Medtr1g050542,1,19566730
2537,Medtr1g050545,1,19573080
2538,Medtr1g050640,1,19581176
2539,Medtr1g050670,1,19588751
2540,Medtr1g050695,1,19609190
2541,Medtr1g050690,1,19604752
2542,Medtr1g050700,1,19621753
2543,Medtr1g050710,1,19624594
2544,Medtr1g050720,1,19626393
2545,Medtr1g050730,1,19632815
2546,Medtr1g050740,1,19640353
2547,Medtr1g050750,1,19646399
2548,Medtr1g050760,1,19653698
2549,Medtr1g050765,1,19658044
2550,Medtr1g050480,1,19668816
2551,Medtr1g050805,1,19675622
2552,Medtr1g050500,1,19681538
2553,Medtr1g050510,1,19684855
2554,Medtr1g050520,1,19689741
2555,Medtr1g050530,1,19698637
2556,Medtr1g050540,1,19708312
2557,Medtr1g050550,1,19712167
2558,Medtr1g050570,1,19721107
2559,Medtr1g050590,1,19727379
2560,Medtr1g050845,1,19756003
2561,Medtr1g050855,1,19769300
2562,Medtr1g050875,1,19772708
2563,Medtr1g050885,1,19774649
2564,Medtr1g050895,1,19776339
2565,Medtr1g050915,1,19786337
2566,Medtr1g050925,1,19788192
2567,Medtr1g050340,1,19799845
2568,Medtr1g050935,1,19825330
2569,Medtr1g050360,1,19821208
2570,Medtr1g050370,1,19831086
2571,Medtr1g050430,1,19850656
2572,Medtr1g050965,1,19860799
2573,Medtr1g050985,1,19870491
2574,Medtr1g051025,1,19886829
2575,Medtr1g051055,1,19902168
2576,Medtr1g051065,1,19912224
2577,Medtr1g051075,1,19915998
2578,Medtr1g051085,1,19917177
2579,Medtr1g051105,1,19921351
2580,Medtr1g051115,1,19931280
2581,Medtr1g051125,1,19931739
2582,Medtr1g051135,1,19936499
2583,Medtr1g051155,1,19968651
2584,Medtr1g051170,1,19980776
2585,Medtr1g051165,1,19976878
2586,Medtr1g051175,1,19982703
2587,Medtr1g051180,1,19987788
2588,Medtr1g051185,1,19991855
2589,Medtr1g051190,1,19992863
2590,Medtr1g051195,1,19994463
2591,Medtr1g051200,1,19996280
2592,Medtr1g051205,1,19998831
2593,Medtr1g051210,1,20000847
2594,Medtr1g051215,1,20001934
2595,Medtr1g051220,1,20006194
2596,Medtr1g051230,1,20017618
2597,Medtr1g051235,1,20027859
2598,Medtr1g051240,1,20028843
2599,Medtr1g051245,1,20034586
2600,Medtr1g051250,1,20039039
2601,Medtr1g051260,1,20043363
2602,Medtr1g051285,1,20069212
2603,Medtr1g051310,1,20088196
2604,Medtr1g051315,1,20097532
2605,Medtr1g051330,1,20118817
2606,Medtr1g051340,1,20135030
2607,Medtr1g051360,1,20143386
